"champ";"statut";"annee";"periode";"date du resultat";"ipe";diags;sexe;nb;nbrapss;per_comp;finess_comp;date_comp;temp_comp
"had";"dgf";"2022";"11";"2022/12/22 10:53:40";="800000523";Z372;1;1;1;2022.11;X800000523;22DEC22;10:53:02
